Survey ID,"
Do you agree to participate?","
Are you responsible for water collection or treatment in this household?","
Survey Type","
Waterpoint ID","
AEP System ID","
Waterpoint Site Name","
Interviewer's Name","
Interview date","
Interview Start Time",Latitude,Longitude,"
Prefecture","
Sub-Prefecture","
Commune","
Town or Village Name","
Neighborhood (or village name if no neighborhoods)","
Interviewee's Gender","
What is the highest level of education obtained by the head of the household?","
Other type of education","
What is your household's main source of income?","
Other household income","
How many people live in your household in total, including yourself.","
What is your main source of drinking water in the WET/RAINY season?","
Other water source type during WET/RAINY season.","
Waterpoint ID (WET/RAINY season)","
Waterpoint Name (WET/RAINY season)","
What is your main source of drinking water in the DRY season?","
Other water source type during DRY season.","
Waterpoint ID (DRY season)","
(Waterpoint Name (DRY season)","
Where is that water collected from?","
How long does it take to go there, get water, and come back? (in minutes, don't collect, don't know)","
Number of minutes to collect water.","
In the last month, has there been any time when your household did not have sufficient quantities of drinking water when needed?","
Who usually goes to this source to fetch water for your household?","
How many trips did that person make in the last week?","
Is water always available from your main water source?","
What was the (main) reason you were unable to access sufficient quantities of water when needed? Select one.","If there is another reason why you were unable to collect enough water, please note it here.
Other reason for not collecting sufficient amounts of water.","How many hours a day is water accessible from the water point?
How many hours per day is water supplied on average?","
In the past month, for how many days was water from this source unavailable when needed? (Number of Days)","
Is this for personal, commercial or institutional use?","
Other reason for collecting water.","
Do you or your family ever suffer from stomach related illnesses/water-bourne diseases and how often does this occur?","
Do you still treat/process your water in any way to make it safe for drinking, food washing, and basic personal hygiene?","
What method do you use to make the water safe?","
Other method of filtering water.","
What is the reason for not making your water safe for drinking, food washing, and basic personal hygiene?","
If you had the means to purify water and choose to do this, which method would you most likely use?","
DRY SEASON - Technology: Traditional wood stove or stone fire","
DRY SEASON - Technology: Improved Wood Stove","
DRY SEASON - Technology: Charcoal Stove","
DRY SEASON - Technology: Gas Stove","
DRY SEASON - Technology: Kerosene Stove","
DRY SEASON - Technology: Electric Stove","
DRY SEASON - Technology: Other Cooking Technology","
For cooking, do you use different cooking technologies for the wet season than you do for the dry season?","
WET SEASON - Technology: Traditional wood stove or stone fire","
WET SEASON - Technology: Improved Wood Stove","
WET SEASON - Technology: Charcoal Stove","
WET SEASON - Technology: Gas Stove","
WET SEASON - Technology: Kerosene Stove","
WET SEASON - Technology: Electric Stove","
WET SEASON - Technology: Other Cooking Technology","
What is the main stove that you use for cooking if you use more than one stove?","
DRY SEASON - Fuel: Wood","
DRY SEASON - Fuel: Gas","
DRY SEASON - Fuel: Charcoal","
DRY SEASON - Fuel: Kerosene","
DRY SEASON - Fuel: Electricity","
DRY SEASON - Fuel: Crop Residues","
DRY SEASON - Fuel: Biogas","
DRY SEASON - Fuel: Animal Dung","
DRY SEASON - Fuel: Other fuel frequency","
DRY SEASON - Fuel: Other fuel type","
For cooking or boiling water, do you use different fuel types in the wet season than you do in the dry season?","
WET SEASON - Fuel: Wood","
WET SEASON - Fuel: Gas","
WET SEASON - Fuel: Charcoal","
WET SEASON - Fuel: Kerosene","
WET SEASON - Fuel: Electricity","
WET SEASON - Fuel: Crop Residues","
WET SEASON - Fuel: Biogas","
WET SEASON - Fuel: Animal Dung","
WET SEASON - Fuel: Other fuel frequency","
WET SEASON - Fuel: Other fuel type","
If you are using more than one fuel, which fuel do you mainly use for cooking?","
Where do you collect your fuel?","
How long does it take to go to the fuel source, get fuel, and come back?","
Number of minutes to collect fuel.","
How many trips were made to collect fuel in the last week?","
How many water storage containers: 5 liters","
How many water storage containers: 10 liters","
How many water storage containers: 15 liters","
How many water storage containers: 20 liters","
How many water storage containers: 25 liters","
How many water storage containers: other size","
What is the size of the other water container, in liters?","
Does your household have a storage container? Such as a barrel.","
If yes, how many liters does that storage container hold?","
Can you please show me where members of your household most often wash their hands?","
Observe availability of water at the place for handwashing.","
Observe availability of soap or detergent at the place for handwashing.","
Additional commentary.","
Interview completion time."
631,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,10:20:00,5.704301,15.943060,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Primary,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),20,"No, access is still sufficient",Boy (under 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,I do not know how to do,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),25,7,1,1,0,1,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,10:37:00
622,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,09:53:00,5.704905,15.942454,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Primary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It's taking too long,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),45,6,1,0,0,1,1,0,,No,,No hand washing place in the house or plot,,,,10:05:00
616,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,09:27:00,5.706180,15.941503,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Secondary,,Agriculture,,7,Drilling with TDC,,Y79,Baoro high school,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),25,"Yes, at least once",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,6-11 hours a day,4,Staff,,Once a month,No,,,It's taking too long,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),30,5,0,1,0,2,1,0,,No,,No hand washing place in the house or plot,,,,09:42:00
466,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,08:55:00,5.705510,15.942053,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Man,Primary,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),25,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Once a month,No,,,It's taking too long,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),45,7,1,0,1,1,1,0,,No,,No hand washing place in the house or plot,,,,09:06:00
463,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,08:40:00,5.705287,15.942442,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Man,Secondary,,Agriculture,,8,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,I do not know how to do,To boil,4,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,4,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),120,2,1,0,0,2,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,08:50:00
460,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,08:23:00,5.704700,15.944886,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Primary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),145,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Every week,No,,,I do not know how to do,To boil,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),60,4,0,0,1,1,0,0,,No,,No hand washing place in the house or plot,,,,08:33:00
457,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,08:09:00,5.705347,15.944120,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Primary,,Agriculture,,10,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),120,Do not know,Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It's taking too long,To boil,3,0,1,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),45,4,0,0,0,1,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,08:18:00
454,Yes,Yes,Planned AEP System,B911,AEP183,Beautiful View B,DANGOLHO Job,2022-12-07,07:36:00,5.705354,15.943706,Nana-Mambere,baoro,Bawi Tedoa,baoro,Nice view,Women,Primary,,Casual Work,,10,Unimproved or unprotected source,,,,Drilling with TDC,,Y79,Baoro high school,Other place,Number of minutes (specify),60,"Yes, at least once",Girl (under 15),7,"No, but water is available most of the time",The source is not accessible (no access),,6-11 hours a day,2,Staff,,Several times a month,No,,,I do not know how to do,To boil,3,0,2,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,2,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Savannah,Number of minutes (specify),60,6,1,0,0,10,2,0,,No,,No hand washing place in the house or plot,,,,08:05:00
601,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,08:53:00,5.688026,15.951230,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,Primary,,"Other, give details)",Trader,7,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),90,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is sufficient at the source,18-24 hours a day,0,Staff,,Several times a month,No,,,It is expensive,"Use a water filter (ceramic, sand, composite, reverse osmosis, etc.)",3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Forest,Number of minutes (specify),180,2,0,0,0,3,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,The water is sufficient at the source but it is not developed and there is only one for several districts,09:30:00
628,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,16:25:00,5.689124,15.950092,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,None,,Agriculture,,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),120,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is available at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),280,6,0,0,0,0,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,17:01:00
625,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,15:44:00,5.687852,15.950679,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,Primary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),180,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always sufficient at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,4,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,4,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),340,6,0,0,0,0,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,16:16:00
619,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,15:04:00,5.689118,15.950322,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,Primary,,Agriculture,Undeveloped spring,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),160,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,"Use a water filter (ceramic, sand, composite, reverse osmosis, etc.)",3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),290,7,0,0,0,4,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,15:37:00
613,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,11:27:00,5.687365,15.951059,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,Primary,,Agriculture,,7,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),120,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is available at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),300,6,0,0,0,0,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,From 8 a.m. to 1 p.m. it's hard to find people because they've all gone to the fields,12:04:00
607,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,10:25:00,5.687531,15.952518,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,None,,Agriculture,,4,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),100,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is sufficient at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),180,6,0,0,0,1,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,11:02:00
604,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,09:37:00,5.688444,15.951581,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 1,Women,Primary,,Agriculture,,5,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),120,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),240,6,0,0,0,0,1,0,,No,,No hand washing place in the house or plot,,,,10:19:00
640,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,16:50:00,5.688704,15.948875,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 3,Women,None,,Agriculture,,7,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),90,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is available at the source,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),300,6,0,0,0,2,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,17:30:00
637,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,17:10:00,5.689092,15.949604,Nana-Mambere,baoro,Bawi Tedoa,baoro,Dance 3,Women,Primary,,Agriculture,Spring developed,6,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),90,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available at the source,18-24 hours a day,0,Staff,,Several times a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),300,6,0,0,0,1,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,16:40:00
598,Yes,Yes,Planned AEP System,B900,AEP181,Dansi C,NGUEBATA Arlette,2022-12-07,08:15:00,5.689052,15.950996,Nana-Mambere,baoro,Bawi Tedoa,baoro,Insi 1,Women,None,,Agriculture,,9,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),90,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available","Other, give details)",Water is always available,18-24 hours a day,0,Staff,,Once a month,No,,,It is expensive,"Use a water filter (ceramic, sand, composite, reverse osmosis, etc.)",3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),300,6,0,0,0,1,0,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,The interviewee insisted that I could film her with her containers together,08:46:00
496,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,08:50:00,5.694785,15.954451,Nana-Mambere,baoro,Bawi Tedoa,baoro,Karre,Women,Secondary,,Casual Work,,4,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),25,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,It's taking too long,To boil,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,0,0,1,2,1,1,60,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,09:06:00
523,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,15:25:00,5.691016,15.956399,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ombella Mpoko,Women,Primary,,Casual Work,,5,Unimproved or unprotected source,,,,Improved or protected source,,,,Other place,Do not know,,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,18-24 hours a day,0,Staff,,Several times a month,No,,,I do not know how to do,Do not know,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Forest,Do not know,,,0,0,2,1,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,15:40:00
514,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,11:08:00,5.691504,15.956508,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ombella Mpoko,Women,Secondary,,Agriculture,,8,Unimproved or unprotected source,,,,Improved or protected source,,,,Other place,Do not know,,"Yes, at least once",Adult woman (over 15),6,"No, water is only available occasionally",Water is not available at the source (no water),,24 hours a day,0,Staff,,"Once, every few months",No,,,I do not know how to do,Do not know,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Forest,Do not know,,,0,0,1,2,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,11:39:00
511,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,10:45:00,5.692163,15.956357,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ombella Mpoko,Women,Secondary,,Casual Work,,8,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),5,"Yes, at least once",Girl (under 15),7,"No, water is only available occasionally",The source is not accessible (no access),,24 hours a day,3,Staff,,Several times a month,No,,,It is expensive,Add chlorine or product,2,0,0,0,0,0,0,Yes,2,0,1,0,0,0,0,Traditional wood fire,2,0,0,0,0,0,0,0,0,,Yes,2,0,1,0,0,0,0,0,0,,Drink,Bought,Do not know,,,0,0,0,0,4,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,11:00:00
499,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,09:14:00,5.691889,15.954967,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ouham,Women,Secondary,,Agriculture,,7,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),30,"Yes, at least once",Adult woman (over 15),5,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,1,Staff,,Several times a month,No,,,I do not know how to do,Do not know,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,2,0,0,2,2,1,50,No,,"Mobile object (bucket, goblet, kettle, pitcher)",Water is not available,No soap or detergent available,,09:30:00
493,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,08:24:00,5.694068,15.955252,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ouham,Women,Secondary,,Casual Work,,3,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,There is not enough fuel,To boil,0,3,0,0,0,0,0,No,,,,,,,,"Stove, or cooker, with improved wood",3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,0,0,1,1,1,0,,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,08:39:00
490,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,08:03:00,5.693429,15.955647,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ouham,Women,Secondary,,Formal Employment,,10,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It is expensive,"Use a water filter (ceramic, sand, composite, reverse osmosis, etc.)",3,0,1,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,2,0,1,2,2,2,60,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,Soap or detergent available,,08:19:00
487,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,07:44:00,5.693022,15.955370,Nana-Mambere,baoro,Bawi Tedoa,baoro,Ouham,Women,Secondary,,Casual Work,,8,Improved or protected source,,,,Improved or protected source,,,,Other place,Number of minutes (specify),60,"No, access is still sufficient",Adult woman (over 15),7,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,"Once, every few months",No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,0,0,2,2,1,2,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,07:59:00
508,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,10:26:00,5.690070,15.954322,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,None,,Casual Work,,7,Drilling with TDC,,A2428,Baoro Yedono,Drilling with TDC,,A2428,Baoro Yedono,Other place,Do not know,,Do not know,Girl (under 15),7,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,1,Staff,,"Once, every few months",No,,,I do not know how to do,Do not know,2,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,2,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Forest,Do not know,,,0,0,1,2,1,1,50,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,10:40:00
505,Yes,Yes,Planned AEP System,B926,AEP185,Karre E,MOSSALBAYE Armand,2022-12-07,09:59:00,5.690824,15.954330,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 2,Women,Secondary,,Casual Work,,4,Drilling with TDC,,A2428,Baoro Yedono,Drilling with TDC,,A2428,Baoro Yedono,Other place,Number of minutes (specify),200,"Yes, at least once",Boy (under 15),7,"No, but water is available most of the time",Water is too expensive (water price),,6-11 hours a day,2,Staff,,"Once, every few months",No,,,I do not know how to do,Do not know,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Housekeeping does not collect (0 minutes),,,0,0,0,0,3,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,,10:16:00
574,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,16:52:00,5.687345,15.958158,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Primary,,Agriculture,,8,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),30,"No, access is still sufficient",Adult woman (over 15),21,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It is expensive,Add chlorine or product,3,0,0,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Close to agricultural fields,Number of minutes (specify),120,4,0,0,0,1,0,1,40,No,,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,17:21:00
565,Yes,Yes,Planned AEP System,B903,AEP181,Dansi F,NABELMA Eddy,2022-12-07,15:26:00,5.687112,15.957914,Nana-Mambere,baoro,Bawi Tedoa,baoro,Yedonon 1,Women,Primary,,Agriculture,,12,Unimproved or unprotected source,,,,Unimproved or unprotected source,,,,Other place,Number of minutes (specify),45,"No, access is still sufficient",Adult woman (over 15),35,"Yes, water is always available",The source is not accessible (no access),,24 hours a day,0,Staff,,Several times a month,No,,,It is expensive,To boil,4,0,1,0,0,0,0,No,,,,,,,,Traditional wood fire,3,0,0,0,0,0,0,0,0,,No,,,,,,,,,,,Drink,Bought,Number of minutes (specify),10,14,1,0,0,1,1,3,25,Yes,200,"Mobile object (bucket, goblet, kettle, pitcher)",water is available,No soap or detergent available,Nothing to report,15:50:00
